key,ko,en,fr,it,de,es,ja,pt-BR,ru,zh-Hans
k,"(비웃듯 까악거리며) 후후, 차라리 그게 현실이었다면 좋았겠지.","(Lets out a mocking caw) Heh, honestly, it would've been better if that had been reality.","(Laisse échapper un croassement moqueur) Héhé, honnêtement, il aurait mieux valu que ce soit la réalité.","(Ride con un verso beffardo) Heh, a dire il vero sarebbe stato meglio se quella fosse stata la realtà.","(Lässt ein spöttisches Krächzen hören) Heh, ehrlich gesagt wäre es besser gewesen, wenn das die Wahrheit gewesen wäre.","(Suelta una risa burlona) Jeh, habría sido mejor que eso fuera la realidad.",（嘲るようにカァと鳴きながら）フフ、むしろそれが現実だった方がよかっただろうな。,"(Solta um grasnado zombeteiro) Heh, sinceramente teria sido melhor se aquilo fosse realidade.","(Насмешливо каркает) Хех, честно говоря, было бы лучше, окажись это правдой.","（发出嘲讽般的乌鸦笑声）呵呵, 要是真是那样, 反倒还算幸运。"
k,"그 노인네가 정말 널 도구로만 여겨서 그 틀 안에 던져 넣었다면, 지금쯤 마을은 아주 시원하고 평화로웠을 테니까.","If that old man had truly seen you as nothing but a tool and thrown you into that mold, the village would be cool and peaceful by now.","Si ce vieillard t'avait réellement considéré comme un simple outil et t'avait jeté dans ce moule, le village serait calme et frais à l'heure qu'il est.","Se quel vecchio ti avesse davvero visto solo come uno strumento e ti avesse gettato in quella struttura, il villaggio sarebbe tranquillo e fresco ormai.","Wenn der alte Mann dich wirklich nur als Werkzeug betrachtet und in diese Form geworfen hätte, wäre das Dorf jetzt kühl und friedlich.","Si ese viejo realmente te hubiera visto solo como una herramienta y te hubiera arrojado a ese molde, el pueblo estaría fresco y en paz ahora mismo.",あの老人が本当にお前を道具としてしか見ていなくて、あの型に放り込んでいたなら、今ごろ村は涼しく平和だったはずだ。,"Se aquele velho realmente tivesse visto você apenas como uma ferramenta e o jogado naquele molde, a vila estaria fresca e em paz agora.","Если бы тот старик действительно видел в тебе лишь инструмент и бросил тебя в ту форму, деревня сейчас была бы тихой и прохладной.","如果那个老头真的只把你当成工具, 把你扔进那个凹槽里的话, 现在村子早就恢复平静凉爽了。"
p,...네? 그게 무슨 뜻이에요?,...What? What do you mean?,...Quoi ? Qu'est-ce que ça veut dire ?,...Cosa? Che cosa significa?,...Was? Was soll das heißen?,...¿Qué? ¿Qué quiere decir?,…え？それ、どういう意味ですか？,...O quê? O que isso quer dizer?,...Что? Что это значит?,……什么？您这话是什么意思？
k,현실의 촌장은 끝내 널 밀어 넣지 못했어.,"In reality, the chief could not bring himself to push you in.","En réalité, le chef n'a pas réussi à se résoudre à te pousser dedans.","Nella realtà, il capo non è riuscito a spingerti dentro.","In Wirklichkeit konnte sich der Dorfchef nicht dazu überwinden, dich hineinzustoßen.","En realidad, el jefe no pudo obligarse a empujarte dentro.",現実の村長は、最後までお前を押し込めなかった。,"Na realidade, o chefe não conseguiu empurrar você para dentro.",На самом деле староста так и не смог заставить себя столкнуть тебя туда.,"现实中的村长, 终究还是没能狠下心把你推进去。"
k,감정이 생긴 널 보고 마음이 약해졌거든.,Seeing that you had developed emotions made him weak.,Te voir développer des émotions l'a fait hésiter.,"Vedendo che avevi sviluppato delle emozioni, il suo cuore ha vacillato.","Als er sah, dass du Gefühle entwickelt hattest, wurde er weich.",Ver que habías desarrollado emociones hizo que vacilara.,感情を持つようになったお前を見て、心が揺らいだんだ。,Ver que você havia desenvolvido emoções fez o coração dele vacilar.,"Увидев, что у тебя появились чувства, он дрогнул.","因为看到你拥有了感情, 他动摇了。"
k,결국 괴물은 식지 못했고...,"In the end, the monster was never cooled...","Finalement, le monstre n'a jamais été refroidi...",Alla fine il mostro non è mai stato raffreddato...,Am Ende wurde das Monster nicht gekühlt...,"Al final, el monstruo nunca fue enfriado...",結局、怪物は冷やされることなく…,"No fim, o monstro nunca foi resfriado...",В итоге монстра так и не удалось охладить...,"最终, 那个怪物还是没能被冷却……"
k,마을은 저 꼴이 나버렸지.,And the village ended up like this.,Et le village a fini dans cet état.,E il villaggio è finito così.,Und deshalb ist das Dorf so geworden.,Y el pueblo terminó así.,村はあんな姿になった。,E a vila acabou desse jeito.,И деревня превратилась в это.,村子也才会变成现在这副模样。
p,그럼... 촌장님이 저를 배신한 게 아니라... 저를 구해준 거예요?,Then... the chief didn't betray me... he saved me?,Alors... le chef ne m'a pas trahi... il m'a sauvé ?,Quindi... il capo non mi ha tradito... mi ha salvato?,Dann hat mich der Dorfchef also nicht verraten... sondern gerettet?,Entonces... ¿el jefe no me traicionó... sino que me salvó?,じゃあ…村長は僕を裏切ったんじゃなくて…助けてくれたんですか？,Então... o chefe não me traiu... ele me salvou?,Тогда... староста не предал меня... а спас?,那就是说……村长并没有背叛我……而是救了我吗？
k,그래. 그리고 그 대가로 냉각되지 못한 그 괴물이 폭주하며 터져버렸고 마을은 한순간에 잿더미가 됐지.,"That's right. And as the price for that, the uncooled monster went berserk and exploded, turning the village into ashes in an instant.","Exactement. Et en échange, le monstre non refroidi est devenu incontrôlable et a explosé, réduisant le village en cendres en un instant.","Esatto. E il prezzo è stato che il mostro, rimasto senza raffreddamento, è impazzito ed è esploso, riducendo il villaggio in cenere in un attimo.","Genau. Und als Preis dafür geriet das ungekühlte Monster außer Kontrolle und explodierte, wodurch das Dorf in einem Augenblick zu Asche wurde.","Así es. Y como precio por eso, el monstruo sin enfriar perdió el control y explotó, convirtiendo el pueblo en cenizas en un instante.",そうだ。そしてその代償として、冷やされなかった怪物は暴走して爆発し、村は一瞬で灰になった。,"Isso mesmo. E o preço por isso foi que o monstro, sem resfriamento, perdeu o controle e explodiu, reduzindo a vila a cinzas em um instante.","Да. И ценой за это стало то, что неохлаждённый монстр вышел из-под контроля и взорвался, превратив деревню в пепел за одно мгновение.","没错。而代价就是, 那个没有被冷却的怪物彻底失控爆炸, 整个村子在一瞬间化为了灰烬。"
k,"너를 아꼈던 루나도, 포라도... 그 멍청한 노인네까지 전부 말이야.","Luna, Pora, who cared about you... even that foolish old man. All of them.","Luna et Pora, qui tenaient à toi... même ce vieil idiot. Tous y sont passés.","Luna, Pora, che tenevano a te... persino quel vecchio sciocco. Tutti quanti.","Luna und Pora, die sich um dich gekümmert haben... sogar dieser törichte alte Mann. Alle.","Luna y Pora, que se preocupaban por ti... incluso ese viejo idiota. Todos ellos.",お前を大切にしていたルナも、ポラも…あの愚かな老人まで、みんなな。,"Luna e Pora, que se importavam com você... até aquele velho tolo. Todos eles.","Луна, Пора, которые заботились о тебе... даже тот глупый старик. Все они.","无论是一直关心你的露娜, 芙拉……还是那个愚蠢的老头, 全都死了。"
p,저 때문에... 제가 기계답지 못하게 울어버려서 괴물이 터지고 모두가 죽은 거네요.,"Because of me... because I cried instead of acting like a machine, the monster exploded and everyone died.","À cause de moi... parce que j'ai pleuré au lieu d'agir comme une machine, le monstre a explosé et tout le monde est mort.","Per colpa mia... perché ho pianto invece di comportarmi come una macchina, il mostro è esploso e tutti sono morti.","Wegen mir... weil ich geweint habe, statt wie eine Maschine zu funktionieren, ist das Monster explodiert und alle sind gestorben.","Por mi culpa... porque lloré en vez de actuar como una máquina, el monstruo explotó y todos murieron.",僕のせいで…機械らしくなく泣いてしまったせいで、怪物が爆発してみんな死んじゃったんですね。,"Por minha causa... porque chorei em vez de agir como uma máquina, o monstro explodiu e todos morreram.","Из-за меня... потому что я заплакал вместо того, чтобы вести себя как машина, монстр взорвался и все погибли.","都是因为我……因为我不像机器那样行动, 反而哭了出来, 所以怪物才会爆炸, 大家才会死掉。"
k,촌장을 악당으로 만들어서라도 네 마음의 짐을 덜고 싶어서 그런 꿈을 꿨나 보지.,"Maybe you dreamed that because you wanted to ease your guilt, even if it meant turning the chief into a villain.","Tu as peut-être fait ce rêve parce que tu voulais alléger le poids sur ton cœur, quitte à transformer le chef en méchant.","Forse hai fatto quel sogno perché volevi alleggerire il peso nel tuo cuore, anche trasformando il capo in un mostro.","Vielleicht hast du diesen Traum gesehen, weil du deine Schuld erleichtern wolltest, selbst wenn du den Dorfchef dafür zum Bösewicht machen musstest.","Quizás soñaste eso porque querías aliviar tu culpa, aunque fuera convirtiendo al jefe en un villano.",村長を悪者にしてでも、自分の心の重荷を軽くしたかったから、あんな夢を見たんだろう。,"Talvez você tenha sonhado isso porque queria aliviar o peso no seu coração, mesmo transformando o chefe em um vilão.","Наверное, тебе приснилось это, потому что ты хотел облегчить свою вину, даже если для этого пришлось превратить старосту в злодея.","也许你会做那样的梦, 只是因为你想减轻内心的负担, 哪怕要把村长想成坏人。"
